State,State_abbrev,Year,Beer (Per capita consumption),Wine (Per capita consumption),Spirits (Per capita consumption),All beverages (Per capita consumption),id
Wisconsin,WI,2012,1.46,0.37,1.18,3.02,55
Wisconsin,WI,2011,1.46,0.37,1.16,2.98,55
Wisconsin,WI,2010,1.49,0.32,1.13,2.94,55
Wisconsin,WI,2009,1.49,0.31,1.16,2.96,55
Wisconsin,WI,2008,1.55,0.34,1.13,3.01,55
Wisconsin,WI,2007,1.56,0.33,1.11,3,55
Wisconsin,WI,2006,1.58,0.32,1.09,2.99,55
Wisconsin,WI,2005,1.58,0.31,1.07,2.95,55
Wisconsin,WI,2004,1.53,0.3,1.02,2.85,55
Wisconsin,WI,2003,1.53,0.29,1,2.82,55
Wisconsin,WI,2002,1.56,0.28,0.98,2.82,55
Wisconsin,WI,2001,1.54,0.26,0.95,2.75,55
Wisconsin,WI,2000,1.53,0.27,0.95,2.76,55
Wisconsin,WI,1999,1.53,0.26,0.92,2.72,55
Wisconsin,WI,1998,1.58,0.26,0.9,2.74,55
Wisconsin,WI,1997,1.57,0.25,0.89,2.71,55
Wisconsin,WI,1996,1.53,0.24,0.88,2.65,55
Wisconsin,WI,1995,1.64,0.23,0.87,2.73,55
Wisconsin,WI,1994,1.58,0.22,0.91,2.72,55
Wisconsin,WI,1993,1.59,0.22,0.89,2.71,55
Wisconsin,WI,1992,1.59,0.25,0.9,2.74,55
Wisconsin,WI,1991,1.65,0.27,0.84,2.76,55
Wisconsin,WI,1990,1.74,0.31,1.03,3.07,55
Wisconsin,WI,1989,1.72,0.31,0.96,2.99,55
Wisconsin,WI,1988,1.76,0.33,0.95,3.05,55
Wisconsin,WI,1987,1.8,0.36,0.98,3.14,55
Wisconsin,WI,1986,1.88,0.34,0.96,3.18,55
Wisconsin,WI,1985,1.83,0.32,1.06,3.2,55
Wisconsin,WI,1984,1.87,0.31,1.03,3.21,55
Wisconsin,WI,1983,1.94,0.34,1.07,3.35,55
Wisconsin,WI,1982,1.95,0.3,1.05,3.3,55
Wisconsin,WI,1981,1.96,0.32,1.21,3.48,55
Wisconsin,WI,1980,1.95,0.31,1.19,3.45,55
Wisconsin,WI,1979,1.92,0.28,1.19,3.39,55
Wisconsin,WI,1978,1.83,0.28,1.2,3.31,55
Wisconsin,WI,1977,1.81,0.27,1.28,3.37,55
Wyoming,WY,2016,1.18,0.32,1.17,2.67,56
Wyoming,WY,2015,1.24,0.31,1.18,2.74,56
Wyoming,WY,2014,1.25,0.31,1.16,2.72,56
Wyoming,WY,2013,1.24,0.29,1.13,2.67,56
Wyoming,WY,2012,1.32,0.28,1.13,2.73,56
Wyoming,WY,2011,1.29,0.27,1.1,2.66,56
Wyoming,WY,2010,1.33,0.27,1.06,2.66,56
Wyoming,WY,2009,1.4,0.27,1.06,2.73,56
Wyoming,WY,2008,1.5,0.27,1.09,2.87,56
Wyoming,WY,2007,1.46,0.27,1.07,2.8,56
Wyoming,WY,2006,1.44,0.26,1.03,2.72,56
Wyoming,WY,2005,1.2,0.25,0.96,2.41,56
Wyoming,WY,2004,1.42,0.24,0.92,2.58,56
Wyoming,WY,2003,1.7,0.23,0.9,2.84,56
Wyoming,WY,2002,1.46,0.23,0.88,2.57,56
Wyoming,WY,2001,1.44,0.22,0.88,2.53,56
Wyoming,WY,2000,1.42,0.22,0.86,2.5,56
Wyoming,WY,1999,1.41,0.22,0.84,2.47,56
Wyoming,WY,1998,1.37,0.17,0.81,2.36,56
Wyoming,WY,1997,1.41,0.17,0.81,2.4,56
Wyoming,WY,1996,1.35,0.17,0.81,2.33,56
Wyoming,WY,1995,1.34,0.16,0.8,2.29,56
Wyoming,WY,1994,1.42,0.18,0.83,2.43,56
Wyoming,WY,1993,1.4,0.19,0.86,2.45,56
Wyoming,WY,1992,1.44,0.2,0.91,2.56,56
Wyoming,WY,1991,1.45,0.2,0.9,2.56,56
Wyoming,WY,1990,1.48,0.22,0.93,2.63,56
Wyoming,WY,1989,1.41,0.23,0.86,2.5,56
Wyoming,WY,1988,1.45,0.24,0.87,2.56,56
Wyoming,WY,1987,1.51,0.25,0.9,2.66,56
Wyoming,WY,1986,1.51,0.27,0.96,2.73,56
Wyoming,WY,1985,1.59,0.25,1.05,2.89,56
Wyoming,WY,1984,1.61,0.23,1.06,2.89,56
Wyoming,WY,1983,1.68,0.22,1.11,3.01,56
Wyoming,WY,1982,1.78,0.24,1.2,3.22,56
Wyoming,WY,1981,1.91,0.24,1.27,3.43,56
Wyoming,WY,1980,1.85,0.24,1.32,3.41,56
Wyoming,WY,1979,1.86,0.22,1.3,3.39,56
Wyoming,WY,1978,1.81,0.22,1.35,3.38,56
Wyoming,WY,1977,1.78,0.2,1.31,3.29,56
